,RCLC1 Price,Date,Daily Return
422,1.568,1995-08-23,0.000637958554332354
423,1.575,1995-08-24,0.004454350349380153
424,1.694,1995-08-25,0.0728373239522663
425,1.656,1995-08-28,-0.02268754026679477
426,1.693,1995-08-29,0.0220970471879303
427,1.702,1995-08-30,0.005301927000184068
428,1.748,1995-08-31,0.026668247082161273
429,1.74,1995-09-01,-0.004587164006906043
430,1.701,1995-09-05,-0.02266879981271294
431,1.644,1995-09-06,-0.03408401677973659
432,1.626,1995-09-07,-0.011009285508369368
433,1.642,1995-09-08,0.009791999904617718
434,1.655,1995-09-11,0.007885997798789719
435,1.653,1995-09-12,-0.001209189990139109
436,1.72,1995-09-13,0.039732471986474574
437,1.651,1995-09-14,-0.04094312588737072
438,1.658,1995-09-15,0.004230891775112216
439,1.604,1995-09-18,-0.033111547268780336
440,1.589,1995-09-19,-0.00939562188974388
441,1.596,1995-09-20,0.004395611473038129
442,1.614,1995-09-21,0.011215070820140003
443,1.644,1995-09-22,0.018416726786231068
444,1.764,1995-09-25,0.0704516609506115
445,1.763,1995-09-26,-0.0005670541688664777
446,1.726,1995-09-27,-0.02121031075449694
447,1.75,1995-09-28,0.013809195274186578
448,1.75,1995-09-29,0.0
449,1.894,1995-10-02,0.07907520682846382
450,1.809,1995-10-03,-0.04591678835072845
451,1.829,1995-10-04,0.010995162995570512
452,1.795,1995-10-05,-0.01876434746848645
453,1.802,1995-10-06,0.0038921372459039616
454,1.845,1995-10-09,0.02358211830634439
455,1.802,1995-10-10,-0.023582118306344307
456,1.761,1995-10-11,-0.023015329672077124
457,1.735,1995-10-12,-0.014874416115246472
458,1.75,1995-10-13,0.008608374536600101
459,1.709,1995-10-16,-0.02370738380196877
460,1.721,1995-10-17,0.006997113095948572
461,1.727,1995-10-18,0.0034802819351392148
462,1.723,1995-10-19,-0.00231884161874901
463,1.754,1995-10-20,0.017831936404198622
464,1.763,1995-10-23,0.005118009465741897
465,1.772,1995-10-24,0.005091948767156162
466,1.81,1995-10-25,0.021217993094845188
467,1.83,1995-10-26,0.010989121575595165
468,1.839,1995-10-27,0.0049059787688544056
469,1.85,1995-10-30,0.005963693468049511
470,1.866,1995-10-31,0.008611463334918544
471,1.849,1995-11-01,-0.009152150020164384
472,1.844,1995-11-02,-0.002707827270585707
473,1.833,1995-11-03,-0.0059831562768342395
474,1.824,1995-11-06,-0.00492207720542822
475,1.844,1995-11-07,0.010905233482262527
476,1.868,1995-11-08,0.012931214672248784
477,1.856,1995-11-09,-0.006444705442642095
478,1.901,1995-11-10,0.023956429142283242
479,1.912,1995-11-13,0.005769751122917485
480,1.906,1995-11-14,-0.00314300939719914
481,1.919,1995-11-15,0.006797411793552483
482,1.969,1995-11-16,0.025721582631425665
483,2.024,1995-11-17,0.02754995176823065
484,2.157,1995-11-20,0.06364261598180013
485,2.241,1995-11-21,0.03820382741177059
486,2.113,1995-11-22,-0.05881345618487038
487,2.088,1995-11-27,-0.011902068613527354
488,2.024,1995-11-28,-0.031130918595173213
489,2.031,1995-11-29,0.003452531173028668
490,2.018,1995-11-30,-0.006421360666830608
491,2.069,1995-12-01,0.0249584768319889
492,2.12,1995-12-04,0.024350689920515225
493,2.225,1995-12-05,0.04834082693428247
494,2.207,1995-12-06,-0.00812278834360435
495,2.208,1995-12-07,0.000453001140249668
496,2.216,1995-12-08,0.003616640470188515
497,2.193,1995-12-11,-0.01043329944928627
498,2.235,1995-12-12,0.01897075862978093
499,2.286,1995-12-13,0.022562337307086792
500,2.353,1995-12-14,0.028887544372606516
501,2.364,1995-12-15,0.00466398979862628
502,2.504,1995-12-18,0.05753435369400032
503,2.868,1995-12-19,0.13572546949952177
504,3.071,1995-12-20,0.06838831872131144
505,3.448,1995-12-21,0.11579111134276136
506,2.368,1995-12-22,-0.3757486357796875
507,2.468,1995-12-26,0.04136238902138222
508,2.868,1995-12-27,0.15020681669423258
509,2.509,1995-12-28,-0.13373065535308873
510,2.619,1995-12-29,0.04290829814128962
511,2.859,1996-01-02,0.08767934781459981
512,2.986,1996-01-03,0.04346278577682398
513,2.964,1996-01-04,-0.00739499168315822
514,2.916,1996-01-05,-0.01632689328742878
515,2.916,1996-01-08,0.0
516,2.928,1996-01-09,0.004106781952653502
517,2.809,1996-01-10,-0.04149104797695848
518,2.49,1996-01-11,-0.1205458376454903
519,2.317,1996-01-12,-0.07200946502637709
520,2.017,1996-01-15,-0.13866198647816452
521,2.074,1996-01-16,0.027867850835260898
522,2.336,1996-01-17,0.118960955158645
523,2.264,1996-01-18,-0.03130690462504414
524,2.168,1996-01-19,-0.043328076763536574
525,2.125,1996-01-22,-0.020033281201019718
526,2.445,1996-01-23,0.14027332055045505
527,2.493,1996-01-24,0.01944168161458559
528,2.34,1996-01-25,-0.06333587517181076
529,2.126,1996-01-26,-0.09590864944985389
530,2.337,1996-01-29,0.0946257756369648
531,2.504,1996-01-30,0.06902139768113115
532,2.658,1996-01-31,0.059684507053201385
533,2.499,1996-02-01,-0.06168330843823814
534,2.467,1996-02-02,-0.012887814305595718
535,2.168,1996-02-05,-0.1291977539698198
536,2.448,1996-02-06,0.1214662810726797
537,2.513,1996-02-07,0.026205893911375386
538,2.472,1996-02-08,-0.016449718966010714
539,2.551,1996-02-09,0.031457899564230084
540,2.456,1996-02-12,-0.03795142887477842
541,2.662,1996-02-13,0.0805437096880238
542,2.582,1996-02-14,-0.030513427548469165
543,2.576,1996-02-15,-0.0023264841823435363
544,2.441,1996-02-16,-0.053830016831284216
545,2.321,1996-02-20,-0.050409664118522914
546,2.447,1996-02-21,0.05286465716823458
547,2.623,1996-02-22,0.06945591642420197
548,2.746,1996-02-23,0.04582660646104252
549,2.338,1996-02-26,-0.16084944429590256
550,2.326,1996-02-27,-0.005145808953403949
551,2.306,1996-02-28,-0.008635632249605453
552,2.236,1996-02-29,-0.030825866554014515
553,2.156,1996-03-01,-0.03643390224610202
554,2.24,1996-03-04,0.03822121282019788
555,2.174,1996-03-05,-0.029907077167930906
556,2.188,1996-03-06,0.0064190958607172445
557,2.128,1996-03-07,-0.027805313080336888
558,2.095,1996-03-08,-0.01562901810529683
559,2.178,1996-03-11,0.038853471136667546
560,2.168,1996-03-12,-0.00460194093336885
561,2.24,1996-03-13,0.0326707822895487
562,2.247,1996-03-14,0.0031201273362434566
563,2.333,1996-03-15,0.037558999836100955
564,2.511,1996-03-18,0.07352608713615495
565,2.523,1996-03-19,0.0047675894834727055
566,2.574,1996-03-20,0.020012439515014035
567,2.74,1996-03-21,0.062496811226044
568,2.863,1996-03-22,0.04391210571599909
569,2.779,1996-03-25,-0.029778875355611356
570,2.267,1996-03-26,-0.20363377923497478
571,2.339,1996-03-27,0.03126611607665016
572,2.342,1996-03-28,0.0012817775734836009
573,2.336,1996-03-29,-0.0025652002095450637
574,2.288,1996-04-01,-0.020761991448429128
575,2.293,1996-04-02,0.002182930358216036
576,2.304,1996-04-03,0.004785738957877168
577,2.335,1996-04-04,0.013365148287215876
578,2.372,1996-04-08,0.015721590014618283
579,2.369,1996-04-09,-0.001265555958830421
580,2.34,1996-04-10,-0.012316995807038461
581,2.329,1996-04-11,-0.004711938467405989
582,2.411,1996-04-12,0.03460260829683009
583,2.343,1996-04-15,-0.02860943967337545
584,2.316,1996-04-16,-0.01159059981490983
585,2.339,1996-04-17,0.009881927891293125
586,2.331,1996-04-18,-0.0034261275484218645
587,2.361,1996-04-19,0.012787898049755907
588,2.359,1996-04-22,-0.0008474576778380259
589,2.28,1996-04-23,-0.034062357459188626
590,2.214,1996-04-24,-0.029374608679904244
591,2.258,1996-04-25,0.019678631441025173
592,2.207,1996-04-26,-0.022845338452871015
593,2.223,1996-04-29,0.007223507707460179
594,2.224,1996-04-30,0.0004497414062765312
595,2.229,1996-05-01,0.002245678015395903
596,2.19,1996-05-02,-0.017651510575322424
597,2.131,1996-05-03,-0.02731019071192946
598,2.148,1996-05-06,0.007945823530138351
599,2.187,1996-05-07,0.017993565048012472
600,2.186,1996-05-08,-0.0004573519402838812
601,2.21,1996-05-09,0.010919125775314564
602,2.204,1996-05-10,-0.0027186242389932733
603,2.286,1996-05-13,0.03652967408195078
604,2.273,1996-05-14,-0.005703020502212688
605,2.299,1996-05-15,0.011373700910638345
606,2.302,1996-05-16,0.0013040645186464825
607,2.284,1996-05-17,-0.007850018505927172
608,2.324,1996-05-20,0.017361547195901026
609,2.295,1996-05-21,-0.012556995477156267
610,2.329,1996-05-22,0.014706147389695487
611,2.337,1996-05-23,0.0034290646545169687
612,2.361,1996-05-24,0.010217202546654914
613,2.418,1996-05-28,0.023855494089225132
614,2.442,1996-05-29,0.009876623495912099
615,2.396,1996-05-30,-0.019016695435310125
616,2.406,1996-05-31,0.004164937299284423
617,2.406,1996-06-03,0.0
618,2.364,1996-06-04,-0.017610518008635508
619,2.379,1996-06-05,0.006325131776969016
620,2.362,1996-06-06,-0.007171513545649966
621,2.395,1996-06-07,0.01387451308770792
622,2.39,1996-06-10,-0.002089864919459242
623,2.427,1996-06-11,0.015362560801044998
624,2.434,1996-06-12,0.0028800678208711393
625,2.494,1996-06-13,0.02435185269250939
626,2.509,1996-06-14,0.005996420126440425
627,2.536,1996-06-17,0.010703769190694342
628,2.61,1996-06-18,0.02876218475962259
629,2.631,1996-06-19,0.008013780723553616
630,2.617,1996-06-20,-0.005335378510146775
631,2.64,1996-06-21,0.008750293610216002
632,2.646,1996-06-24,0.0022701485345390775
633,2.667,1996-06-25,0.007905179507113247
